"Event","Frequency"
"[name] struck out swinging, bunt ","1"
"[name] doubled down the [position] line (count) ","7"
"[name] struck out looking (count): [name] stole [base] ","1"
"[name] reached on a fielding error by [position] (count): [name] advanced to [base]: [name] advanced to [base] ","1"
"[name] doubled down the [fieldLocation], ground-rule (count)3a [name] advanced to [base] ","1"
"[name] grounded out to [position], SAC (count): [name] advanced to [base] ","1"
"[name] reached on a fielder's choice (count): [name] out at [base] [position] to [position]: [name] advanced to [base] ","1"
"[name] reached on a fielder's choice (count): [name] advanced to [base], advanced to [base] on a throwing error by [position]: [name] advanced to [base], scored on the error, unearned ","1"
"[name] homered to [fieldLocation], 3 RBI (count); [name] scored; [name] scored ","1"
"[name] reached on a fielding error by [position] (count): [name] advanced to [base], advanced to [base] on the error: [name] advanced to [base], scored on the error, unearned ","1"
"[name] singled to [fieldLocation], RBI (count)3a [name] advanced to [base]3a [name] advanced to [base]3a [name] scored ","3"
"[name] advanced to [base] on a throwing error by [position], failed pickoff attempt3a [name] advanced to [base] on the error ","1"
"[name] scored on a wild pitch, unearned ","1"
"[name] out at [base] [position] to [position], SAC, bunt (count): [name] advanced to [base]: [name] advanced to [base] ","2"
"[name] reached on a fielder's choice (count): [name] advanced to [base] ","1"
"[name] reached on a fielder's choice (count): [name] out at [base] [position] to [position], out on the play ","3"
"[name] singled to pitcher, bunt (count) ","6"
"[name] flied out to [position] (count)3a [name] advanced to [base] on the throw3a [name] out at [base] [position] to [position] ","1"
"[name] grounded out to [position] unassisted, RBI (count): [name] scored ","1"
"[name] doubled down the [fieldLocation] (count) ","13"
"[name] singled down the [position] line, RBI (count); [name] advanced to [base]; [name] scored ","1"
"[name] lined into double play [position] to [position]: [name] out on the play ","1"
"[name] singled down the [position] line, bunt (count)3a [name] advanced to [base]3a [name] advanced to [base] ","1"
"[name] singled to [fieldLocation], 2 RBI (count): [name] advanced to [base]: [name] scored: [name] scored ","1"
"[name] reached on a fielder's choice (count): [name] out at [base] [position] to [position] ","9"
"[name] struck out looking (count); [name] stole [base]; [name] scored ","1"
"[name] walked: [name] advanced to [base] on a wild pitch ","2"
"[name] singled up the middle (count) ","57"
"[name] grounded into double play [position] to [position] (count)3a [name] out on the play ","3"
"[name] reached on an error by [position] (count): [name] advanced to [base] on an error by [position], advanced to [base] ","1"
"No play ","11"
"[name] grounded out to [position], RBI (count): [name] advanced to [base]: [name] scored ","2"
"[name] advanced to [base] on a balk ","7"
"[name] singled up the middle, RBI (count): [name] scored ","1"
"[name] struck out swinging, reached [base] on a wild pitch (count) ","2"
"[name] singled down the [fieldLocation], RBI (count)3a [name] scored ","1"
"[name] advanced to [base]3a [name] out at [base] [position] to [position] to [position], picked off ","1"
"[name] struck out looking, hit into double play [position] unassisted (count); [name] out on the play, interference ","1"
"[name] homered inside the park, RBI (count) ","1"
"[name] reached on an error by [position]: [name] scored, unearned: [name] scored, unearned ","1"
"[name] singled to [fieldLocation] (count)3a [name] advanced to [base], scored on a fielding error by [position] ","1"
"[name] singled to pitcher, bunt, advanced to [base] on a throwing error by [position] (count) ","1"
"[name] singled to [fieldLocation] (count) ","169"
"[name] advanced to [base] on a wild pitch: [name] scored on a wild pitch, unearned ","2"
"[name] flied out to [position] (count) ","408"
"[name] singled through the left side, RBI (count)3a [name] scored, unearned ","1"
"[name] advanced to [base]: [name] out at [base] [position] to [position], caught stealing ","1"
"[name] reached on a fielder's choice, advanced to [base] on the throw (count)3a [name] advanced to [base]3a [name] scored on a throwing error by [position], unearned ","1"
"[name] reached on a fielder's choice to [fieldLocation] (count)3a [name] advanced to [base] on a fielding error by [position] ","1"
"[name] singled through the left side (count)3a [name] advanced to [base], out at [base] [position] to [position] ","1"
"[name] singled to [fieldLocation], 2 RBI (count)3a [name] advanced to [base]3a [name] scored, unearned3a [name] scored, unearned ","1"
"[name] struck out looking (count) ","234"
"[name] reached on a fielder's choice: [name] out at [base] [position] to [position]: [name] advanced to [base] ","1"
"[name] fouled out to [position] (count) ","75"
"[name] advanced to [base] on a wild pitch3a [name] advanced to [base] on a wild pitch3a [name] scored on a wild pitch ","1"
"[name] reached on a fielder's choice to [fieldLocation] (count); [name] out at [base] [position] to [position] ","3"
"[name] advanced to [base]3a [name] advanced to [base] on a wild pitch ","1"
"[name] singled through the right side (count) ","22"
"[name] doubled down the [fieldLocation], 3 RBI (count): [name] scored: [name] scored: [name] scored ","1"
"[name] reached on a fielder's choice (count); [name] out at [base] [position] to [position] ","4"
"[name] singled, advanced to [base] on a throwing error by [position] (count): [name] advanced to [base], advanced to [base] on the error: [name] advanced to [base], out at [base] [position] to [position] ","1"
"[name] hit into double play [position] to [position] to [position] (count); [name] out on the play ","6"
"[name] doubled down the [fieldLocation], RBI (count)3a [name] advanced to [base]3a [name] scored ","1"
"[name] out at [base] [position] to [position] to [position], RBI (count)3a [name] scored ","1"
"[name] tripled to [fieldLocation] (count) ","10"
"[name] flied out to [position], SAC, RBI (count): [name] advanced to [base] on the throw: [name] scored ","1"
"[name] grounded out to [position]: [name] advanced to [base] ","3"
"[name] singled to [fieldLocation], RBI (count)3a [name] scored, unearned ","3"
"[name] grounded into double play [position] to [position] to [position] (count)3a [name] out on the play3a [name] scored ","1"
"[name] singled to [fieldLocation], RBI (count)3a [name] advanced to [base]3a [name] scored ","7"
"[name] pinch hit ","1"
"[name] singled through the right side, RBI (count); [name] scored ","2"
"[name] lined out to [position], SF, RBI (count)3a [name] scored ","1"
"[name] singled to pitcher, bunt, advanced to [base] on a throwing error by [position] (count)3a [name] scored3a [name] scored, unearned ","1"
"[name] out at [base] [position] to [position] (count)3a [name] advanced to [base] ","1"
"[name] grounded out to [position] unassisted: [name] advanced to [base] ","1"
"[name] singled through the left side, 2 RBI (count): [name] advanced to [base]: [name] scored: [name] scored ","1"
"[name] singled to [fieldLocation] (count); [name] advanced to [base]; [name] advanced to [base] ","2"
"[name] singled down the [fieldLocation], RBI (count); [name] scored ","1"
"[name] grounded out to [position] unassisted (count)3a [name] advanced to [base]3a [name] advanced to [base] ","4"
"[name] reached on a fielder's choice, advanced to [base] on the error (count)3a [name] advanced to [base] on a fielding error by [position] ","1"
"[name] doubled to [fieldLocation], RBI (count)3a [name] advanced to [base]3a [name] scored ","5"
"[name] doubled to [fieldLocation], 2 RBI (count); [name] advanced to [base]; [name] scored; [name] scored ","1"
"[name] singled to pitcher (count); [name] advanced to [base] ","2"
"[name] singled to [fieldLocation], bunt, RBI (count); [name] advanced to [base]; [name] scored ","1"
"[name] singled to [fieldLocation], bunt (count)3a [name] advanced to [base]3a [name] advanced to [base] ","1"
"[name] struck out swinging (count)3a [name] out at [base] [position] unassisted, interference ","1"
"[name] reached on a throwing error by [position] (count)3a [name] scored, unearned ","1"
"[name] reached on a fielder's choice to [fieldLocation] (count)3a [name] out at [base] [position] to [position] ","1"
"[name] singled up the middle, 2 RBI (count): [name] scored, unearned: [name] scored, unearned ","1"
"[name] hit by pitch (count): [name] advanced to [base]: [name] advanced to [base] ","3"
"[name] out at [base] [position] to [position] to [position], caught stealing ","3"
"[name] struck out (count) ","1"
"[name] singled down the [fieldLocation] (count) ","2"
"[name] hit into double play [position] to [position] (count): [name] out on the play ","2"
"[name] struck out looking, reached [base] on a passed ball (count) ","1"
"[name] hit into double play [position] to [position]: [name] out on the play ","1"
"[name] singled through the left side, RBI (count)3a [name] scored ","1"
"[name] intentionally walked (count) ","1"
"[name] singled, bunt, advanced to [base] on a throwing error by [position] (count): [name] advanced to [base], advanced to [base] on the error: [name] advanced to [base], scored on the error, unearned ","1"
"[name] singled through the right side, RBI (count): [name] scored ","3"
"[name] out at [base] [position] to [position], picked off, caught stealing ","1"
"[name] reached on a fielder's choice, advanced to [base] (count); [name] advanced to [base]; [name] out at [base] [position] to [position] ","1"
"[name] singled to [fieldLocation], RBI (count): [name] advanced to [base]: [name] advanced to [base]: [name] scored ","2"
"[name] doubled down the [fieldLocation], RBI (count)3a [name] advanced to [base], out at [base] [position] to [position] to [position]3a [name] scored ","1"
"[name] singled down the [position] line, bunt (count) ","1"
"[name] tripled to [fieldLocation] ","1"
"[name] out at [base] [position] to [position] (count): [name] advanced to [base] ","2"
"[name] homered to [fieldLocation], 3 RBI (count): [name] scored, unearned: [name] scored ","1"
"[name] advanced to [base] on a throwing error by [position], failed pickoff attempt ","1"
"[name] grounded into double play [position] to [position] (count): [name] out on the play ","1"
"[name] struck out swinging (count): [name] stole [base] ","1"
"[name] out at [base] [position] to [position] (count) ","22"
"[name] grounded out to [position] (count) ","429"
"[name] reached on an error by [position]: [name] advanced to [base]: [name] advanced to [base] ","1"
"[name] singled through the right side (count): [name] advanced to [base] ","9"
"[name] grounded out to [position], SAC, bunt (count)3a [name] advanced to [base] ","24"
"[name] grounded out to [position] (count)3a [name] advanced to [base] ","28"
"[name] reached on a fielder's choice (count)3a [name] out at [base] [position] unassisted ","1"
"[name] grounded into double play [position] to [position] to [position] (count)3a [name] out on the play ","13"
"[name] doubled to [fieldLocation], RBI (count): [name] scored, unearned ","3"
"[name] singled through the right side, RBI (count): [name] advanced to [base]: [name] scored ","4"
"[name] doubled to [fieldLocation]: [name] advanced to [base] ","1"
"[name] singled to [fieldLocation], out at [base] [position] to [position] (count) ","1"
"[name] grounded into double play [position] to [position] to [position] (count); [name] out on the play ","2"
"[name] reached on a fielding error by [position] (count): [name] advanced to [base]: [name] scored, unearned ","1"
"[name] grounded out to [position] (count): [name] advanced to [base]: [name] advanced to [base] ","3"
"[name] out at [base] [position] to [position], SAC, bunt, RBI (count)3a [name] scored ","1"
"[name] doubled, out at [base] [position] to [position], RBI: [name] scored, unearned ","1"
"[name] walked, RBI (count): [name] advanced to [base]: [name] advanced to [base]: [name] scored ","6"
"[name] singled to [fieldLocation], RBI: [name] scored ","3"
"[name] struck out swinging (count)3a [name] stole [base] ","1"
"[name] grounded out to [position] unassisted (count): [name] advanced to [base] ","1"
"[name] singled up the middle (count)3a [name] advanced to [base] ","8"
"[name] out at [base] [position] to [position]: [name] advanced to [base]: [name] advanced to [base] ","1"
"[name] reached on a fielder's choice (count): [name] out at [base] [position] unassisted ","1"
"[name] grounded out to [position], bunt (count) ","9"
"[name] tripled to [fieldLocation], RBI (count): [name] scored ","1"
"[name] doubled down the [fieldLocation] (count)3a [name] advanced to [base] ","2"
"[name] singled to [fieldLocation], advanced to [base] on the throw, RBI (count): [name] scored ","1"
"[name] hit by pitch (count); [name] advanced to [base] ","4"
"[name] hit by pitch, RBI (count); [name] advanced to [base]; [name] advanced to [base]; [name] scored ","2"
"[name] singled to [fieldLocation], RBI, advanced to [base] on the throw (count)3a [name] scored ","1"
"[name] singled to [fieldLocation]: [name] advanced to [base] ","9"
"[name] reached on a fielding error by [position] (count)3a [name] advanced to [base]3a [name] scored, unearned ","1"
"[name] struck out swinging, hit into double play [position] unassisted; [name] out on the play, interference ","1"
"[name] singled to [fieldLocation] (count); [name] advanced to [base], scored on an error by [position], unearned ","1"
"[name] out at [base] [position] to [position] to [position], picked off, caught stealing ","4"
"[name] popped up to [position] ","8"
"[name] advanced to [base]: [name] scored on a wild pitch ","1"
"[name] lined out to [position], SF, RBI (count)3a [name] out at [base] [position] to [position] to [position]3a [name] scored ","1"
"[name] singled through the right side, RBI (count)3a [name] scored ","2"
"Dropped foul ball, E[positionNumber] ","1"
"[name] reached on a fielder's choice (count)3a [name] advanced to [base] on an error by [position], assist by [position]3a [name] advanced to [base] ","1"
"[name] walked ","19"
"[name] struck out looking (count); [name] stole [base] ","1"
"[name] reached on a throwing error by [position] (count): [name] advanced to [base]: [name] scored, unearned ","1"
"[name] advanced to [base] on a passed ball3a [name] advanced to [base] on a passed ball3a [name] scored on a passed ball ","1"
"[name] singled to pitcher (count) ","3"
"[name] hit by pitch (count): [name] advanced to [base] ","8"
"[name] stole [base] ","110"
"[name] singled through the left side, 2 RBI (count); [name] scored; [name] scored ","1"
"[name] reached on a fielder's choice to pitcher (count)3a [name] out at [base] [position] to [position] ","1"
