"Event","Frequency"
"[name] struck out swinging, reached [base] on a wild pitch, advanced to [base] (count)","2"
"[name] popped into double play [position] unassisted","3"
"[name] struck out swinging, reached [base] on a passed ball, RBI (count)","1"
"[name] Randell flied out to [position] to [fieldLocation]","1"
"[name] Jac flied out to [position], SF, RBI (count)","1"
"[name] flied out to [position], SF, RBI (count)","3471"
"[name] singled to [fieldLocation], advanced to [base] on the throw, advanced to [base] on a throwing error by [position]","1"
"[name] singled to [fieldLocation], RBI, advanced to [base] on an error by [position], out at [base] [position] to [position] (count)","1"
"[name] singled, RBI, out at [base] [position] to [position] to [position] (count)","1"
"[name] McClain singled through the left side, RBI","1"
"[name] advanced to [base], out on the play, out at [base] [position] to [position] to [position] to [position] to [position]","1"
"[name] singled to [fieldLocation], advanced to [base] on the throw (count)","170"
"[name] advanced to [base] on the throw, scored on an error by [position], unearned","1"
"[name] entered with a 1-0 count on [name]","1"
"[name] out on batter's interference, bunt (count)","2"
"[name] lined into double play [position] to [position], SF, RBI (count)","2"
"[name] reached on a fielder's choice, SAC, bunt, advanced to [base] (count)","6"
"[name] reached on a fielder's choice to [fieldLocation], advanced to [base] on the throw, 2 RBI (count)","1"
"[name] singled down the [position] line, advanced to [base] on a throwing error by [position] (count)","3"
"[name] Richar lined into double play [position] unassisted (count)","1"
"[name] picked off, out at [base] [position] to [position] to [position] to [position]","12"
"[name] Daul singled through the left side (count)","1"
"[name] lined out to [position] to [fieldLocation]","62"
"Coss pinch hit for [name]","3"
"[name] doubled, advanced to [base] on an error by [position], 3 RBI (count)","2"
"[name] to [position] for [name] Nick","2"
"[name] homered down the [fieldLocation], 2 RBI, unearned","2"
"[name] reached on a fielding error by [position], SAC, assist by [position], RBI (count)","1"
"[name] reached on an error by [position], RBI, advanced to [base] (count)","2"
"[name] Lachla popped up to [position] (count)","2"
"[name] to [position] for GOULD[name]","1"
"[name] Jawan singled to [fieldLocation], 2 RBI","1"
"[name] grounded out to [position], SAC, bunt","1164"
"[name] singled through the right side, advanced to [base] on the throw, RBI","17"
"[name] Shan homered to [fieldLocation], RBI (count)","3"
"Je [name] singled to [fieldLocation] (count)","4"
"[name] singled down the [position] line, out at [base] [position] to [position], RBI (count)","6"
"[name] singled to [fieldLocation], advanced to [base] on a fielding error by [position], RBI (count)","46"
"[name] Johnny scored","2"
"[name] infield fly to [position] down the [position] line (count)","1"
"[name] struck out looking, out at [base] [position] to [position], caught stealing (count)","1"
"[name] scored on a wild pitch, unearned","379"
"[name] singled to [fieldLocation], advanced to [base] on an error by [position], advanced to [base], 2 RBI","2"
"Ja [name] pinch hit for [name]","2"
"[name] out at home [position] to [position], caught stealing","68"
"[name] doubled to pitcher (count)","8"
"[name] singled down the [fieldLocation], advanced to [base] on an error by [position], RBI (count)","3"
"[name] to [position] for Kneussle","1"
"[name] advanced to [base] on a balk","1745"
"[name] advanced to [base], advanced to [base] on the error, scored, unearned","3"
"[name] singled through the left side, advanced to [base] on a fielding error by [position], advanced to [base], RBI (count)","1"
"[name] stole [base], out at [base] [position] to [position]","6"
"[name] singled down the [fieldLocation], advanced to [base] on a fielding error by [position]","1"
"[name] AJ grounded out to [position]","4"
"[name] advanced to [base] on a wild pitch, scored on the throw","2"
"[name] Jac lined out to [position]","2"
"Chamberlin, Jace pinch hit for [name]","11"
"[name] grounded out to [position], on appeal","1"
"[name] Jack hit by pitch","2"
"[name] grounded out [position] to [position] to [position]","31"
"[name] reached on a fielder's choice to catcher, SAC, bunt","1"
"[name] Rei singled through the right side (count)","2"
"[name] scored on a muffed throw by [position]","1"
"[name] Daniel reached [base] on an error by [position], advanced to [base]","1"
"[name] stole [base], scored on a passed ball","1"
"[name] Jac advanced to [base] on a wild pitch","1"
"[name] reached on a fielding error by [position], advanced to [base] on a throwing error by [position] (count)","15"
"[name] reached on a dropped fly by [position], advanced to [base] on the error, SF, RBI (count)","1"
"[name] Aust singled through the right side, RBI (count)","1"
"[name] Nick [name] unearned","1"
"[name] out at [base] [position] to [position] to [position], RBI (count)","51"
"[name] out at home [position] to [position], out on the play","6"
"[name] homered to [fieldLocation], 3 RBI, unearned","19"
"[name] flied out to [position], SAC","19"
"[name] to [position] for WILBURN,Tyle","4"
"SAWRIE,Natha to [position] for [name] Aus","4"
"F [name] struck out swinging","2"
"[name] reached on a fielding error by [position] down the [fieldLocation] (count)","1"
"[name] Jac singled to [fieldLocation], RBI (count)","3"
"[name] advanced to 2B on defensive indifference. No SB","1"
"All runs are EARNED as [name] was already on base with 1B ' SB","1"
"STANBERY,McKinley to [position] for [name]","1"
"[name] Shan popped up to [position] (count)","4"
"[name] popped into double play [position] to [position]","17"
"[name] infield fly to [position] up the middle (count)","2"
"[name] struck out swinging, reached on a fielder's choice","8"
"[name] Jeff advanced to [base]","5"
"[name] Daniel stole [base]","1"
"[name] reached [base] on an error by [position], advanced to [base] on a throwing error by [position]","1"
"[name] advanced to [base] on a wild pitch, scored, unearned","7"
"[name] stole [base], scored on the throw","1"
"[name] reached on a fielder's choice, RBI","345"
"[name] reached [base] on an error by [position], advanced to [base] on the error","3"
"Jay. [name] grounded out to [position], SAC, bunt (count)","1"
"[name] reached on an error by [position], SAC, bunt, advanced to [base], RBI (count)","1"
"[name] pinch hit for Berthiaume","3"
"[name] doubled down the [position] line, advanced to [base] on the throw, scored on an error by [position], RBI (count)","1"
"[name] homered to [fieldLocation], 2 RBI, unearned","14"
"High chopper over mound nicked off P Noonan's glove, fielded by [name]","1"
"[name] T out at [base] [position] to [position], bunt (count)","1"
"[name] Price pinch ran for T. Thomas","1"
"[name] doubled down the [fieldLocation], 2 RBI (count)","421"
"[name] to [position] for RODRIGUEZ,A.","1"
"[name] Co singled to [fieldLocation]","1"
"[name] Eri grounded out to [position] (count)","3"
"[name] reached on a muffed throw by [position], assist by [position]","12"
"[name] Duncan singled through the left side","1"
"[name] Hunte doubled","1"
"[name] pinch hit for BROOKS,Willi","1"
"[name] doubled to [fieldLocation], advanced to [base] on a throwing error by [position], RBI","1"
"[name] Steve to [position] for [name] Aditya","1"
"[name] Jared reached on a fielder's choice","3"
"[name] ejected on the play","1"
"[name] singled to [fieldLocation], advanced to [base] on an error by [position], advanced to [base] on an error by [position], RBI (count)","1"
"[name] singled up the middle, advanced to [base] on the throw, advanced to [base] on the error, RBI (count)","1"
"[name] was called out for hitting out of turn","1"
"Nice ply by SS [name] to field grounder up the middle ' toss across","1"
"[name] popped up to [position] (count)","15314"
"[name] Eri reached on a throwing error by [position], advanced to [base] (count)","1"
"[name] pinch hit for [name] Mac","1"
"F [name] flied out to [position]","1"
"[name] Jus scored","1"
"[name] reached on a throwing error by [position], SAC, bunt","10"
"[name] singled to [fieldLocation], RBI, advanced to [base] on the throw","21"
"[name] Jeff scored","4"
"[name] to [position] for Warn,Michael","1"
"[name] reached on an error by [position], advanced to [base] on the throw, advanced to [base]","1"
"[name] reached on a throwing error by [position], bunt, advanced to [base], RBI","1"
"No error at home plate as [name] had passed catcher ' scored","1"
"KINGSBURY, J to [position] for [name]","1"
"[name] scored on an error by [position], assist by [position], unearned","2"
"[name] Jr. singled up the middle, RBI","1"
"[name] singled, out at [base] [position] to [position] to [position] to [position], 2 RBI","1"
"[name] I to [position] for [name]","9"
"[name] singled, advanced to [base] on a throwing error by [position], 2 RBI","2"
"[name] Bre flied out to [position]","2"
"[name] singled to pitcher, advanced to [base] on the error, RBI (count)","1"
"[name] advanced to [base] on the throw","267"
"MONTENEGR0 pinch hit for [name]","7"
"[name] to [position] for S. Gipson","14"
"[name] Daniel scored, unearned","2"
"[name] Johnny grounded out to [position], SAC, bunt","2"
"[name] Chris to [position] for [name] Robe","1"
"Nic [name] scored, unearned","3"
"[name] reached on a fielder's choice to [fieldLocation], bunt, advanced to [base] (count)","1"
"[name] Antho grounded out to [position] unassisted (count)","1"
"[name] Andre reached on an error by [position] (count)","1"
"Tim [name] to [position] for [name]","1"
"[name] reached on a muffed throw by [position], assist by [position], advanced to [base], RBI (count)","1"
"[name] Col doubled to [fieldLocation] (count)","2"
"[name] out on the play, out at [base] [position] to [position] to [position], caught stealing","1"
"[name] out on the play, caught stealing, out at home [position] unassisted","1"
"[name] Shan scored on a throwing error by [position], failed pickoff attempt, unearned","1"
"[name] caught stealing [position] to [position], double play","2"
"[name] Rob advanced to [base]","3"
"ANDERSON,Tan pinch hit for [name]","1"
"[name] Nikola singled to [fieldLocation]","1"
"[name] to [position] for T. Ruiz","1"
"[name] advanced to [base] on an error by [position], failed pickoff attempt, advanced to [base]","51"
"[name] reached on a fielder's choice, advanced to [base] on a throwing error by [position], SAC, bunt","1"
"[name] Rob singled to [fieldLocation]","1"
"T[name] singled to [fieldLocation], RBI","1"
"[name] advanced to [base], advanced to [base] on a throwing error by [position], scored, unearned","4"
"[name] Ruban struck out swinging","6"
"[name] doubled down the [fieldLocation], ground-rule, RBI (count)","5"
"[name] tripled to [fieldLocation], 3 RBI, scored on a throwing error by [position] (count)","1"
"[name] ejected in bottom 8","1"
"[name] Jesse singled to [fieldLocation] (count)","1"
"Chris [name] scored","2"
"[name] Col grounded out to [position] unassisted","1"
"[name] reached on a fielder's choice to [fieldLocation], RBI","60"
"[name] pinch ran for Closner, O","5"
"[name] Aust to [position] for [name]","1"
"[name] reached on an error by [position], SF, RBI (count)","3"
"[name] to [position] for SMITH, G.","8"
"[name] failed pickoff attempt","20"
"[name] advanced to [base] on a throwing error by [position], failed pickoff attempt","417"
"[name] doubled through the right side, 2 RBI (count)","7"
"[name] Davio grounded out to [position] (count)","5"
"ROBINSON, T. to [position] for [name]","13"
"[name] reached on a throwing error by [position], advanced to [base], SAC, bunt (count)","6"
"[name] struck out swinging, reached [base] on a dropped fly by [position], assist by [position] (count)","1"
"[name] to [position] for [name] Gar","4"
"[name] Treyben. struck out swinging, bunt","1"
"[name] to [position] for [name] Gav","5"
"[name] Daul flied out to [position] (count)","1"
"Clayton [name] scored","3"
"Chris [name] singled up the middle","1"
"[name] advanced to [base] on an error by [position], advanced to [base] on the error","2"
"[name] to [position] for Minnick, B","1"
"[name] Eri grounded out to [position] unassisted (count)","4"
"[name] to [position] for Klohen, A.","2"
"FEDJE[name] advanced to [base]","1"
"[name] reached [base] on a fielding error by [position], RBI","5"
"[name] Antho to [position]","2"
"[name] Ruban advanced to [base] on a throwing error by [position]","1"
"[name] tripled (count)","6"
"[name] homered down the [fieldLocation], 2 RBI (count)","98"
"[name] Aust pinch ran for [name] Pete","1"
"Jay. [name] pinch ran for [name]","4"
"[name] Rei grounded out to [position] unassisted (count)","2"
"[name] reached on a fielder's choice, grounded out to [position] unassisted (count)","6"
"[name] Cole lined out to [position]","1"
"Nic [name] flied out to [position]","3"
"[name] Larr flied out to [position] (count)","4"
"[name] infield fly to [position], RBI (count)","2"
"[name] Larr advanced to [base] on a passed ball","1"
"[name] Jr. struck out swinging","9"
"[name] to [position] for VAN DER WEID, Trey","9"
"Angeliny Mad pinch hit for [name]","1"
"[name] Ryan M lined out to [position]","1"
"[name] Shan homered to [fieldLocation], 2 RBI","1"
"[name] doubled down the [fieldLocation], advanced to [base] on a fielding error by [position], scored, unearned (count)","1"
"[name] scored on an error by [position], unearned","71"
"[name] out at [base] [position] unassisted, runner left early","4"
"[name] reached on a fielding error by [position], advanced to [base] on a throwing error by [position]","4"
"[name] T.J. singled, RBI","1"
"[name] Jac singled through the left side (count)","1"
"[name] A.J. singled through the left side","1"
"[name] flied into double play [position] to [position] to [position] to [position], SF, RBI (count)","1"
"[name] Daul to [position] for [name] Aus","1"
"[name] doubled, advanced to [base] on an error by [position], scored, RBI, unearned","1"
"[name] singled to catcher, bunt, advanced to [base] on an error by [position]","1"
"Chris [name] grounded out to [position] unassisted","2"
"Andrew [name] lined out to [position]","2"
"[name] singled, advanced to [base] on the throw","27"
"C-BE[name] to [position] for [name]","3"
"[name] reached on an error by [position], assist by [position], bunt, SAC, advanced to [base] on the error (count)","1"
"[name] Chu pinch hit for [name]","3"
"[name] fouled out to [position], assist by [position] (count)","1"
"[name] scored on a muffed throw by [position], unearned, assist by [position]","1"
"[name] reached on a fielder's choice, advanced to [base] on the error","2"
"[name] Buddy out on the play","1"
"[name] to [position] for Currier","1"
"[name] singled, bunt, out at [base] [position] to [position], 2 RBI","1"
"RORIE,[name] advanced to [base]","1"
"[name] Hunte reached on a fielder's choice (count)","1"
"[name] TJ advanced to [base]","9"
"[name] homered to [fieldLocation], RBI, unearned (count)","15"
"[name] Richar hit by pitch, RBI (count)","1"
"[name] reached on a fielder's choice, advanced to [base] on the throw, 2 RBI (count)","1"
"[name] visits mound. Pitch count","1"
"D. [name] Jr. struck out looking (count)","1"
"[name] McClain doubled to [fieldLocation]","1"
"[name] Jared flied out to [position]","9"
"[name] reached on a throwing error by [position], advanced to [base] on the throw","2"
"[name] out at [base] [position] to [position] to [position] to [position] to [position] to [position] to [position]","1"
"[name] struck out swinging, out at [base] [position] to [position], RBI","1"
"[name] stole [base]","15215"
"[name] Jak out at [base] [position] to [position]","1"
"[name] Ryan singled up the middle","1"
"[name] reached on a dropped fly by [position], SAC, RBI","1"
"[name] Aust to [position]","3"
"[name] Rei doubled to [fieldLocation], RBI (count)","1"
"[name] homered to [fieldLocation], RBI, unearned","5"
"[name] scored on a fielding error by [position], failed pickoff attempt, unearned","2"
"[name] Jac out at [base] [position] to [position]","3"
"[name] singled up the middle, out at [base] [position] to [position] to [position], RBI","5"
"Stebbins-Joh to [position] for [name]","1"
"[name] reached on a muffed throw by [position], SAC, bunt","1"
"[name] to [position] for Baillie, D","9"
"[name] Chris grounded out to [position] (count)","1"
"[name] singled, SAC, bunt, advanced to [base] on an error by [position], advanced to [base] on the throw (count)","1"
"[name] reached on a throwing error by [position], advanced to [base], RBI","3"
"[name] reached on a fielder's choice, hit into double play [position] to [position] to [position] to [position] (count)","1"
"[name] doubled to [fieldLocation], 3 RBI","76"
"[name] Johnny out on the play","2"
"[name] Col walked (count)","4"
"W. Templett pinch hit for [name]","1"
"Jay. [name] advanced to [base]","8"
"[name] Nick advanced to [base], out at [base] [position] to [position] to [position] to [position]","1"
"[name] reached on a fielder's choice, stole [base] (count)","1"
"[name] reached on a fielder's choice, advanced to [base] on a throwing error by [position], RBI","4"
"[name] singled to catcher, RBI","1"
"[name] tripled to [fieldLocation], scored on a throwing error by [position], 3 RBI (count)","1"
"0-1 pitch to [name] was stuck in catcher's equipment for wild pitch","1"
"[name] lined into double play [position] to [position] to [position], RBI (count)","1"
"[name] Hunte hit into double play [position] to [position] to [position] (count)","1"
"Danny [name] ejected by HP umpire Danny Mascorro","1"
"[name] scored on a balk","196"
"[name] Lachla pinch hit for [name]","2"
"K. [name] out at [base] [position] unassisted","1"
"[name] Shan reached on a fielder's choice (count)","1"
"[name] scored, scored on a muffed throw by [position], unearned","1"
"[name] TJ doubled down the [position] line (count)","1"
"[name] reached on a fielder's choice, bunt, SAC (count)","8"
"[name] reached on a fielder's choice, SAC, advanced to [base] on a throwing error by [position], RBI (count)","1"
"[name] to [position] for [name] Steve","1"
"[name] singled, advanced to [base] on the throw, advanced to [base] on an error by [position], RBI (count)","3"
"[name] advanced to [base] on a throwing error by [position], advanced to [base] on the error","35"
"[name] lined out to [position] to [fieldLocation], SF, RBI (count)","10"
"Jay. [name] struck out (count)","3"
"[name] singled to pitcher, RBI","48"
"[name] singled through the left side, advanced to [base] on an error by [position], RBI (count)","2"
"[name] doubled down the [position] line, advanced to [base] on the error","1"
"Griffin to [position] for [name]","1"
"[name] Ruban lined out to [position]","1"
"[name] reached on a fielding error by [position], SAC","1"
"Chamberlin pinch hit for [name]","1"
"D. [name] II struck out swinging, out at [base] [position] to [position]","1"
"[name] Jimenez singled through the right side (count)","1"
"[name] to [position] for [name] Just","19"
"Parthasarthy to [position] for [name]","17"
"SAWRIE,Natha to [position] for [name] Peyto","6"
"[name] singled down the [fieldLocation], out at [base] [position] to [position] to [position], 2 RBI (count)","1"
"[name] out at [base] [position] to [position], SAC, RBI","2"
"K. [name] popped up to [position] (count)","1"
"[name] Ryan flied out to [position]","2"
"[name] tripled, scored on a throwing error by [position], RBI","1"
"[name] scored, scored on a throwing error by [position]","7"
"[name] out at [base] [position] to [position] to [position], out on the play","2"
"[name] singled up the middle, 2 RBI","159"
"[name] Mitc grounded out to [position]","1"
"High chopper to [number] [name] whose throw was just ahead of [name]","1"
"S[name] flied out to [position]","1"
"[name] Antho fouled out to [position] (count)","1"
"[name] Antho singled to [fieldLocation] (count)","2"
"[name] to [position] for Donnelly, Colin","1"
"/ for [name] Bria","1"
"[name] Jr. advanced to [base] on a wild pitch","3"
"[name] popped up to [position], bunt (count)","379"
"[name] hit one-hopper that was bobbled by 3B [name] whose only play to 1B","1"
"[name] pinch hit for Coss","2"
"[name] grounded into double play [position] to [position] to [position], RBI (count)","2"
"[name] singled up the middle, advanced to [base] on a fielding error by [position], 2 RBI (count)","4"
"[name] singled through the left side, advanced to [base] on the throw, RBI","18"
"[name] Patrick to [position] for [name]","1"
"[name] T singled through the right side, RBI (count)","1"
"[name] to [position] for [name] Johnny","1"
"[name] singled up the middle, advanced to [base] on the throw, RBI (count)","74"
"[name] reached on a fielding error by [position], bunt, SAC, assist by [position] (count)","1"
"McClain [name] singled to [fieldLocation]","1"
"[name] popped up to [position]","5329"
"[name] reached on a fielder's choice, advanced to [base] on a throwing error by [position], advanced to [base] on a throwing error by [position]","1"
"[name] singled, bunt, out at [base] [position] to [position]","1"
"[name] Jr. grounded out to [position], SAC, bunt","1"
"[name] Col flied out to [position]","3"
"[name] reached on a fielder's choice, advanced to [base] on the throw, RBI (count)","1"
"[name] singled to [fieldLocation], advanced to [base] on the throw, 2 RBI (count)","78"
"[name] advanced to [base] on a wild pitch, advanced to [base] on an error by [position], scored, unearned","1"
"[name] Shan grounded into double play [position] to [position] to [position] (count)","1"
"[name] T.J. advanced to [base]","9"
"[name] doubled to [fieldLocation], advanced to [base], 2 RBI (count)","3"
"[name] homered, 2 RBI","93"
"[name] doubled down the [fieldLocation], advanced to [base] on an error by [position], 3 RBI","1"
"[name] reached on a muffed throw by [position]","4"
"[name] to [position]","17012"
"[name] struck out swinging, hit into double play [position] to [position] to [position] (count)","1"
"[name] reached on a fielder's choice to pitcher, advanced to [base] on a throwing error by [position], RBI (count)","1"
"[name] stole [base], out at home [position] to [position] to [position] to [position]","2"
"[name] Jimenez doubled to [fieldLocation], 2 RBI (count)","1"
"[name] Jr. lined out to [position]","1"
"Jay. [name] hit by pitch (count)","1"
"[name] tripled to pitcher, 2 RBI (count)","2"
"High chopper nicked off glove of 3B [name] & into LF","1"
"[name] flied out to [position], RBI, SF (count)","12"
"[name] to [position] for T. Robinson","1"
"[name] advanced to [base] on a throwing error by [position]","646"
"[name] advanced to [base], scored on the throw","27"
"[name] T singled, bunt (count)","1"
"[name] grounded out to [position] unassisted, interference","17"
"Ja [name] struck out swinging (count)","6"
"D. [name] II flied out to [position]","1"
"[name] reached on a throwing error by [position], advanced to [base], 2 RBI","1"
"[name] infield fly to [position] to [fieldLocation]","2"
"[name] to [position] for LUKE, Bryce","1"
"[name] Larr grounded out to [position] (count)","3"
"D. [name] doubled (count)","1"
"[name] stole [base], advanced to [base] on an error by [position], scored, unearned","2"
"[name] fouled into double play [position] unassisted, bunt (count)","1"
"[name] singled down the [position] line, bunt, advanced to [base] on the error (count)","1"
"[name] reached on a muffed throw by [position], assist by [position], RBI (count)","4"
"[name] scored, scored on the throw, unearned","1"
"[name] to [position] for DeVITO","14"
"DeSanti to [position] for [name]","11"
"[name] singled up the middle, RBI, advanced to [base] on a muffed throw by [position] (count)","1"
"[name] reached on a throwing error by [position], SAC","5"
"[name] reached on a throwing error by [position], bunt, advanced to [base] on the error (count)","2"
"[name] Mitc flied out to [position]","1"
"Zeigler to [position] for [name]","14"
"[name] to [position] for [name] Mason","4"
"[name] doubled, advanced to [base] on the throw, 3 RBI","2"
"[name] singled to [fieldLocation], advanced to [base] on an error by [position], advanced to [base] on the throw (count)","1"
"[name] singled, out at [base] [position] to [position], RBI (count)","25"
"[name] reached on an error by [position], bunt, SAC, advanced to [base], RBI (count)","1"
"[name] reached on an error by [position], out at [base] [position] to [position] to [position]","4"
"[name] Aust grounded out to [position]","5"
"[name] Tho to [position] for [name]","1"
"[name] Jesse out at [base] [position] to [position]","1"
"[name] McClain advanced to [base]","12"
"[name] reached on a fielding error by [position], SAC, RBI, bunt (count)","1"
"[name] reached on a fielder's choice to [fieldLocation], SAC, bunt, RBI (count)","4"
"[name] reached on a dropped fly by [position], SF, RBI, advanced to [base] (count)","1"
"[name] singled, advanced to [base] on the throw, advanced to [base] on an error by [position], 2 RBI (count)","1"
"[name] reached on a dropped fly by [position], advanced to [base], out at [base] [position] to [position] (count)","1"
"Souza-Paaluh pinch hit for [name]","3"
"[name] reached on a muffed throw by [position], assist by [position], out at [base] [position] to [position] (count)","1"
"[name] struck out looking, reached [base] on an error by [position]","1"
"Mc[name] walked (count)","1"
"Berthiaume pinch ran for [name]","1"
"[name] singled up the middle, advanced to [base], 2 RBI (count)","5"
"[name] singled to [fieldLocation], RBI, out at [base] [position] to [position] to [position] (count)","9"
"[name] singled up the middle, out at [base] [position] to [position] to [position] to [position] to [position] (count)","1"
"[name] scored on an error by [position], unearned, failed pickoff attempt","1"
"[name] pinch hit for [name] Jared","1"
"[name] doubled, advanced to [base] on an error by [position], RBI","3"
"[name] out at [base] [position] unassisted, caught stealing","13"
"[name] singled through the right side, RBI, advanced to [base] on a fielding error by [position] (count)","1"
"[name] singled down the [position] line, out at [base] [position] to [position], 2 RBI (count)","1"
"[name] tripled to [fieldLocation], out at home [position] to [position] to [position], 2 RBI (count)","1"
"[name] singled, 2 RBI, advanced to [base] on a throwing error by [position] (count)","1"
"[name] out at home [position] to [position], picked off, caught stealing","1"
"[name] doubled to [fieldLocation], advanced to [base] on an error by [position], 3 RBI","1"
"[name] singled to pitcher, bunt, 2 RBI (count)","1"
"[name] singled, advanced to [base] on a fielding error by [position], 2 RBI, scored (count)","1"
"[name] Brendan to [position] for [name]","1"
"[name] doubled to [fieldLocation], advanced to [base] on an error by [position], scored, unearned (count)","1"
"Low, line drive back through the box that narrowly missed P [name]","1"
"[name] advanced to [base], out at [base] [position] to [position] to [position] to [position] to [position], caught stealing","1"
"[name] singled up the middle, advanced to [base] on the throw","5"
"[name] Bre pinch hit for [name] Well","1"
"Je [name] struck out swinging, grounded out to [position] unassisted (count)","1"
"[name] struck out swinging, out at [base] [position] to [position], caught stealing (count)","2"
"[name] Jake grounded into double play [position] to [position] to [position]","1"
"[name] reached on a throwing error by [position], SAC, bunt, advanced to [base] on the error (count)","6"
"[name] Gar flied out to [position], SAC, RBI","1"
"[name] doubled through the left side","23"
"McClain [name] out at [base] [position] to [position], caught stealing","1"
"[name] doubled through the left side, advanced to [base] on an error by [position], RBI (count)","1"
"Jay. [name] singled through the left side, RBI (count)","1"
"[name] to [position] for [name] Richar","3"
"[name] stole [base], out at [base] [position] to [position] to [position] to [position] to [position]","2"
"[name] Mitc popped up to [position]","1"
"[name] singled through the left side, RBI, advanced to [base] on the throw, advanced to [base] on a throwing error by [position]","1"
"[name] struck out looking","8668"
"[name] Jared struck out looking","8"
"[name] Cory singled to [fieldLocation], RBI","2"
"[name] homered down the [position] line, 2 RBI (count)","56"
"[name] struck out, hit into double play [position] to [position] (count)","5"
"[name] Pete reached on a fielder's choice to [fieldLocation], RBI","1"
"[name] Davio grounded into double play [position] to [position] (count)","1"
"[name] doubled, advanced to [base], RBI","1"
"[name] A.J. reached on a fielder's choice to [fieldLocation]","1"
"Clayton [name] stole [base]","1"
"[name] grounded into double play [position] to [position] to [position] to [position] (count)","36"
"[name] T lined out to [position] (count)","2"
"Auliv. [name] advanced to [base] on a wild pitch, scored","1"
"[name] doubled, advanced to [base]","1"
"[name] Well advanced to [base] on a wild pitch, advanced to [base]","1"
"[name] singled to [fieldLocation], advanced to [base] on the error","6"
"[name] singled through the left side, RBI, RBI","1"
"[name] Johnny doubled down the [position] line, RBI","1"
"[name] pinch hit for MONTENEGR0","2"
"[name] grounded out to [position], on appeal, RBI (count)","1"
"[name] Jere singled to [fieldLocation] (count)","1"
"[name] advanced to [base] on a wild pitch, scored on a throwing error by [position]","14"
"D. [name] pinch hit for [name]","2"
"Je [name] reached on a fielder's choice (count)","1"
"[name] singled, out at [base] [position] to [position] to [position], 3 RBI (count)","1"
"[name] to [position] for Balderrama,M","8"
"[name] out on batter's interference","65"
"[name] singled through the right side, RBI, advanced to [base] on a throwing error by [position]","1"
"[name] popped up to [position], RBI","1"
"[name] singled, advanced to [base] on a fielding error by [position], advanced to [base] (count)","9"
"[name] flied into double play [position] unassisted, assist by [position]","1"
"[name] reached on a fielder's choice down the [position] line (count)","5"
"[name] doubled, advanced to [base] on the throw, scored on an error by [position], RBI, unearned (count)","1"
"[name] reached on a throwing error by [position], grounded out to [position] unassisted","1"
"[name] singled to [fieldLocation], RBI, popped up to [position] (count)","1"
"[name] grounded out to [position] unassisted, sacrifice fly, RBI","3"
"[name] doubled to [fieldLocation], advanced to [base] on a fielding error by [position], RBI","1"
"[name] DAZ grounded out to [position], SAC, bunt","1"
"[name] to [position] for Mommersteeg","1"
"[name] pinch hit for GADDIS,Nic","1"
"[name] Jere flied out to [position]","2"
"Johnson,S.K. to [position] for [name]","18"
"[name] singled through the left side, advanced to [base], advanced to [base] on a throwing error by [position], RBI (count)","1"
"[name] Jared walked, RBI","2"
"[name] reached on a fielder's choice down the [fieldLocation]","1"
"[name] advanced to [base] on the throw, scored on a throwing error by [position], unearned","1"
"[name] flied out to [position], bunt","2"
"[name] stole [base], advanced to [base] on a wild pitch","22"
"[name] singled up the middle, advanced to [base] on a fielding error by [position]","2"
"[name] Davio out at [base] [position] to [position] (count)","4"
"[name] popped up to [position] down the [position] line, SF, RBI (count)","3"
"[name] Richar grounded out to [position], SAC, bunt (count)","1"
"[name] reached on a dropped fly by [position] to [fieldLocation], advanced to [base] (count)","2"
"[name] singled to [fieldLocation], advanced to [base] on a fielding error by [position] (count)","118"
"[name] doubled to [fieldLocation], RBI, out at [base] [position] to [position] to [position] (count)","1"
"[name] struck out swinging, hit into double play [position] to [position] to [position]","2"
"[name] struck out looking, out at [base] [position] to [position]","9"
"[name] singled to catcher (count)","50"
"[name] Daul grounded out to [position] (count)","1"
"[name] Jr. advanced to [base]","14"
"[name] singled, advanced to [base] on the throw, advanced to [base] on an error by [position]","1"
"Je [name] struck out looking (count)","3"
"[name] singled up the middle, RBI","677"
"[name] homered to [fieldLocation], inside the park, 3 RBI (count)","2"
"[name] reached on a muffed throw by [position], assist by [position] (count)","51"
"[name] out at [base] [position] to [position] to [position], caught stealing","384"
"[name] A.J. did not advance","1"
"[name] doubled to [fieldLocation], advanced to [base] on a fielding error by [position], RBI (count)","5"
"[name] Natale singled down the [position] line","1"
"McClain [name] advanced to [base]","4"
"[name] doubled down the [fieldLocation], advanced to [base] on a throwing error by [position], 2 RBI","1"
"[name] Jac out at home [position] to [position]","2"
"[name] to [position] for [name] PAT-J","9"
"[name] Bria to [position] for [name] Just","1"
"[name] Jr. singled to [fieldLocation] (count)","2"
"[name] Rei advanced to [base]","19"
"[name] reached on a fielding error by [position] (count)","2700"
"RORIE,[name] out at [base] [position] to [position]","1"
"[name] Kevin pinch hit for [name]","1"
"[name] Thomas flied out to [position]","1"
"[name] pinch ran for S[name]","1"
"[name] singled, bunt, RBI (count)","73"
"[name] Andre doubled to [fieldLocation] (count)","2"
"[name] singled, bunt, out at [base] [position] to [position], RBI (count)","1"
"[name] reached on a fielder's choice, RBI, advanced to [base] on an error by [position] (count)","2"
"**great diving catch by [name]","2"
"[name] reached [base] on a throwing error by [position], advanced to [base] on the error","4"
