"Event","Frequency"
"Cutrone to [position] for Boling ","1"
"[name] stole [base], scored on a fielding error by [position], unearned ","1"
"[name] reached on an error by [position] (count); [name] advanced to [base], out at home [position] to [position] to [position] ","1"
"[name] stole [base]; [name] stole home ","50"
"[name] walked (count); [name] advanced to [base] on a wild pitch; [name] scored on a wild pitch, unearned ","3"
"PC [number] ejected in the top of the seventh inning ","1"
"[name] to [position] for Hicks, M. ","16"
"[name] reached on a fielder's choice, advanced to [base] on the throw3a [name] advanced to [base], advanced to [base] on the throw3a [name] out at home [position] to [position] to [position] to [position] ","1"
"M Sheldon singled to [fieldLocation] (count) ","1"
"[name] HR reviewed in 7th, call confirmed ","1"
"Pennes grounded out to [position] (count) ","1"
"[name] singled, advanced to [base] on an error by [position], RBI (count): [name] advanced to [base]: [name] scored, unearned ","1"
"[name] homered to [fieldLocation], RBI (count): [name] scored ","2"
"[name] pinch hit for [name] Ryan ","3"
"Chopper up the middle deflected off a diving 2B [name] ","1"
"[name] lined out to [position], SF, RBI (count): [name] scored, unearned ","4"
"Oregon State bench warned for arguing balls and strikes in b8 ","1"
"[name] pinch hit for [name] Pete ","1"
"[name] Jesse doubled to [fieldLocation] ","1"
"Bandor,M hit by pitch (count) ","1"
"[name] advanced to [base]3a [name] out at home [position] unassisted, caught stealing ","2"
"Homan to [position] for Brace ","1"
"[name] struck out swinging; JOHNSON,Came out at [base] [position] to [position], caught stealing ","1"
"[name] advanced to [base]; [name] advanced to [base]; [name] scored on the throw ","1"
"[name] grounded out to [position] unassisted: [name] advanced to [base]: [name] advanced to [base]: [name] scored, unearned ","1"
"[name] reached [base] on a throwing error by [position]; [name] advanced to [base]; [name] scored, unearned ","3"
"[name] singled to [fieldLocation], RBI (count)3a Boselli Iii advanced to [base]3a [name] scored ","1"
"[name] singled to [fieldLocation], advanced to [base] on an error by [position], RBI: [name] advanced to [base], scored on an error by [position], unearned: [name] scored ","1"
"[name] grounded out to [position]3a Coss advanced to [base] ","1"
"[name] grounded out to [position], SAC, bunt: [name] advanced to [base] on a throwing error by [position], scored, unearned: [name] scored, unearned ","1"
"[name] reached on a fielder's choice, advanced to [base] (count): [name] out at [base] [position] to [position] to [position] ","1"
"[name] out at [base] [position] to [position] to [position], RBI (count); [name] scored ","8"
"[name] T advanced to [base] ","1"
"[name] struck out swinging: [name] advanced to [base]: [name] out at [base] [position] to [position], caught stealing ","1"
"[name] to [position] for WILBURN,Tyle ","4"
"[name] singled to [fieldLocation], advanced to [base] on a throwing error by [position], RBI (count)3a [name] advanced to [base], advanced to [base] on the throw3a [name] scored ","1"
"[name] grounded out to [position]; [name] did not advance; [name] did not advance; [name] did not advance ","3"
"[name] singled to [fieldLocation], advanced to [base] on the throw, RBI (count); [name] advanced to [base], advanced to [base] on the throw; [name] scored ","2"
"[name] Hagan struck out swinging (count) ","1"
"[name] doubled down the [position] line, 2 RBI (count): [name] scored: ANDERSON,Tan scored ","1"
"[name] singled up the middle, out at [base] [position] to [position] to [position] (count); [name] advanced to [base], scored on a throwing error by [position], unearned ","1"
"[name] stole [base], advanced to [base] on the throw3a [name] stole home, unearned ","1"
"[name] struck out swinging (count): [name] Jimenez advanced to [base] on a wild pitch ","1"
"Libuano, R. grounded into double play [position] to [position] to [position] (count): [name] out on the play ","1"
"[name] singled to [fieldLocation], advanced to [base] on a fielding error by [position] (count): [name] advanced to [base], scored on the error, unearned ","1"
"[name] Brendan to [position] for [name] ","1"
"Baker grounded out to [position]; Weston advanced to [base] ","1"
"[name] grounded out to [position] to [fieldLocation] (count): [name] advanced to [base] ","1"
"[name] Jawan grounded out to [position] ","1"
"[name] infield fly to [position]; LARUE,Will did not advance; [name] did not advance; [name] did not advance ","1"
"Gibson grounded out to [position] ","1"
"[name] doubled down the [position] line, 3 RBI3a [name] scored3a [name] scored, unearned3a [name] scored, unearned ","1"
"[name] Mitc walked (count): [name] advanced to [base] ","1"
"[name] reached on a fielding error by [position], SAC, RBI (count): [name] advanced to [base]: [name] scored ","1"
"[name] singled to [fieldLocation], 2 RBI, out at [base] [position] to [position] to [position]: [name] scored: [name] scored ","1"
"[name] singled to [fieldLocation], advanced to [base]3a [name] advanced to [base] ","4"
"[name] doubled down the [fieldLocation], 2 RBI; [name] advanced to [base]; [name] scored; [name] scored ","17"
"[name] reached on a fielder's choice: [name] out at home [position] to [position] to [position] to [position] ","1"
"Altamirano,K to [position] for [name] ","4"
"[name] advanced to [base] on a balk; [name] advanced to [base] on a balk; [name] scored on a balk, unearned ","1"
"[name] lined into double play [position] unassisted (count); [name] out on the play ","102"
"Jarvis Warne flied out to [position], SAC3a [name] advanced to [base] ","1"
"[name] Bre reached on a fielder's choice (count): [name] Mitc advanced to [base]: [name] out at [base] [position] unassisted ","1"
"[name] reached on a fielder's choice, RBI (count)3a [name] out at [base] [position] to [position]3a [name] Gar advanced to [base]3a [name] scored ","1"
"[name] Randell singled to [fieldLocation]; [name] advanced to [base] ","1"
"MITCHELL,Mal singled to [fieldLocation], RBI; [name] scored ","1"
"[name] reached on a dropped fly by [position], advanced to [base]; [name] scored, unearned; [name] scored, unearned ","1"
"[name] reached on a throwing error by [position]3a [name] scored, unearned3a [name] scored, unearned ","1"
"[name] reached [base] on a fielding error by [position], advanced to [base] on a throwing error by [position]; [name] advanced to [base] ","1"
"[name] doubled, ground-rule, RBI (count)3a [name] advanced to [base]3a [name] scored ","1"
"[name] Antho popped up to [position] (count) ","1"
"[name] singled to [fieldLocation] (count); MITCHELL,Mal advanced to [base] ","1"
"[name] singled to pitcher, bunt, RBI (count); [name] advanced to [base]; [name] scored ","8"
"[name] homered to [fieldLocation], 4 RBI, unearned (count)3a [name] scored, unearned3a [name] scored, unearned3a [name] scored, unearned ","4"
"[name] reached on a fielder's choice, advanced to [base]; [name] out at [base] [position] to [position]; [name] advanced to [base], scored on an error by [position], unearned ","1"
"[name] doubled through the left side, 2 RBI (count): [name] scored: [name] scored ","1"
"[name] grounded out to [position], bunt, SAC, RBI (count): [name] advanced to [base]: [name] scored, unearned ","1"
"Huet, A. to [position] for Murillo, D. ","1"
"[name] popped up to [position], SAC3a [name] advanced to [base] ","1"
"[name] grounded out to [position] (count): [name] Pete advanced to [base] ","1"
"[name] to [position] for Baillie, D ","9"
"[name] doubled, out at [base] [position] to [position] to [position] to [position], 2 RBI; [name] scored; [name] scored ","1"
"[name] Shan singled through the left side, RBI (count)3a [name] Rei advanced to [base]3a [name] scored ","1"
"Balgaard,B struck out swinging (count) ","1"
"[name] tripled, scored on an error by [position], 2 RBI, unearned; [name] scored ","1"
"[name] singled to [fieldLocation], RBI (count)3a Mitchell,D scored ","1"
"[name] popped up to [position] (count): [name] advanced to [base] ","2"
"[name] singled to [fieldLocation], advanced to [base] (count); [name] advanced to [base], out at home [position] to [position] ","1"
"[name] reached on a fielder's choice (count)3a [name] out on double play [position] to [position] to [position] to [position]3a [name] out on the play ","1"
"LUKE, Bryce hit into double play [position] to [position]: [name] out on the play ","1"
"[name] fouled out to [position], bunt ","59"
"LUSTER,Antoi to [position] for [name] ","6"
"[name] advanced to [base], scored on a passed ball, unearned ","1"
"A. Katlin to [position] for C. Maddox ","1"
"[name] grounded out to [position] (count)3a Mitchell,D advanced to [base]3a [name] advanced to [base] ","1"
"LSU coach Paul Mainieri ejected ","1"
"[name] doubled to [fieldLocation], 2 RBI (count)3a [name] advanced to [base]3a [name] scored ","1"
"[name] struck out looking, hit into double play [position] to [position]; [name] out on the play, caught stealing ","1"
"[name] homered to [fieldLocation], 2 RBI, unearned: [name] scored, unearned ","3"
"[name] walked; [name] out at [base] [position] to [position] to [position] to [position], picked off ","1"
"[name] singled, RBI, advanced to [base] on the throw; [name] advanced to [base]; [name] scored ","1"
"[name] doubled to [fieldLocation], RBI: [name] scored, unearned ","17"
"P. Mueller pinch hit for C. Vandergro ","1"
"[name] singled, advanced to [base] on an error by [position], 2 RBI3a [name] scored3a [name] scored ","1"
"[name] out at [base] [position] to [position], caught stealing (count) ","1"
"[name] singled through the right side, advanced to [base] on the throw, 2 RBI (count): [name] advanced to [base]: [name] scored: [name] scored ","2"
"[name] reached on an error by [position] (count): [name] advanced to [base], out at home [position] to [position] to [position] to [position] to [position] ","1"
"[name] homered to [fieldLocation], 2 RBI, unearned (count)3a [name] scored, unearned ","15"
"[name] reached on an error by [position], advanced to [base], RBI (count); [name] advanced to [base]; [name] scored; [name] scored ","1"
"[name] doubled, out at [base] [position] to [position], RBI: [name] scored ","1"
"[name] grounded out to [position], on appeal (count) ","1"
"[name] SpencerKev. to [position] for [name] ","2"
"*Play resumed at 6:30 p.m ","1"
"[name] singled to [fieldLocation], out at [base] [position] to [position] ","16"
"Dewaine struck out swinging ","1"
"[name] Gar struck out swinging (count) ","10"
"[name] grounded out to [position] unassisted down the [position] line (count): [name] advanced to [base]: [name] advanced to [base] ","1"
"Brace to [position] for [name] ","1"
"Nic [name] advanced to [base]; Clayton [name] scored on a wild pitch, unearned ","1"
"[name] hit by pitch, RBI; TARANTINO,Matthew advanced to [base]; [name] advanced to [base]; VERLIN,Nate scored ","1"
"[name] singled, advanced to [base] on the throw, RBI (count): [name] scored ","13"
"Crook singled to [fieldLocation]; Murray advanced to [base] ","1"
"Nygaard flied out to [position] to [fieldLocation], RBI3a Pluth scored ","1"
"[name] singled to pitcher; [name] advanced to [base] ","49"
"[name] fouled out to [position] (count)3a [name] advanced to [base] ","27"
"[name] singled down the [position] line (count): [name] advanced to [base], advanced to [base] on a throwing error by [position] ","1"
"[name] Aus pinch ran for [name] Jac ","1"
"MCCAULEY,Dan grounded out to [position] ","1"
"[name] singled to [fieldLocation] (count); C. Simoneaux advanced to [base]; [name] advanced to [base] ","1"
"[name] reached on a fielding error by [position], RBI: [name] advanced to [base]: [name] advanced to [base]: [name] scored, unearned ","2"
"[name] reached on a fielder's choice (count); [name] advanced to [base]; Grisanti advanced to [base]; [name] out at home [position] to [position] ","1"
"[name] doubled to [fieldLocation], RBI: [name] advanced to [base]: [name] scored ","45"
"[name] reached on a fielder's choice, RBI3a [name] scored ","1"
"[name] struck out swinging: [name] out at [base] [position] to [position], caught stealing ","14"
"[name] lined out to [position], SF, RBI; [name] scored, unearned ","1"
"[name] struck out swinging; [name] advanced to [base]; [name] advanced to [base] on a wild pitch ","3"
"Batter's Interference ","1"
"[name] Andre doubled to [fieldLocation], RBI (count); [name] scored ","1"
"[name] walked (count); [name] advanced to [base] on a passed ball ","18"
"Bakst,Dan infield fly to [position] (count) ","1"
"[name] singled down the [position] line, RBI (count): [name] scored ","16"
"[name] pinch ran for Closner, O ","5"
"[name] singled, advanced to [base] on an error by [position], 2 RBI (count)3a [name] advanced to [base], scored on an error by [position], unearned3a [name] scored3a [name] scored ","1"
"[name] pinch ran for [name] Ryan ","4"
"[name] singled to [fieldLocation] (count); [name] scored ","2"
"Dowdy doubled to [fieldLocation] (count) ","1"
"[name] grounded out to [position], SAC, bunt, RBI; [name] advanced to [base]; [name] scored, unearned ","7"
"[name] reached on a fielding error by [position] down the [position] line (count) ","3"
"[name] flied out to [position], SAC (count); [name] advanced to [base] ","4"
"[name] doubled, RBI, scored on a throwing error by [position], unearned (count); [name] scored ","1"
"LUKE, Bryce struck out looking ","4"
"[name] reached on a fielder's choice to [fieldLocation]3a [name] advanced to [base]3a [name] out at [base] [position] to [position] ","2"
"[name] grounded out to [position], RBI (count); [name] advanced to [base]; [name] ","1"
"Hebert, Z. singled to [fieldLocation] (count) ","1"
"[name] flied out to [position], SF, RBI (count); [name] advanced to [base] on a throwing error by [position]; [name] scored, unearned ","1"
"[name] flied out to [position], SF, RBI (count); [name] scored, unearned ","234"
"[name] singled through the left side, advanced to [base], RBI (count); [name] scored ","2"
"Perez walked, RBI (count)3a Kitchen advanced to [base]3a Lorey advanced to [base]3a Herschberger scored ","1"
"[name] reached on a throwing error by [position], advanced to [base]: [name] scored, unearned ","3"
"ROSENBURG, T walked (count); [name] advanced to [base] ","1"
"[name] singled to [fieldLocation], RBI; [name] advanced to [base], scored on a throwing error by [position], unearned; [name] scored ","1"
"[name] grounded into double play [position] to [position] to [position] (count): [name] out on the play, interference ","8"
"[name] advanced to [base] on a throwing error by [position], advanced to [base], failed pickoff attempt ","24"
"[name] reached on a throwing error by [position], SAC, advanced to [base] (count); [name] advanced to [base] ","1"
"[name] reached on a fielder's choice (count); [name] assist by [position], advanced to [base] on an error by [position] ","1"
"[name] Tyle to [position] for [name] ","3"
"[name] singled, RBI: [name] advanced to [base]: [name] advanced to [base]: [name] scored ","5"
"[name] singled to [fieldLocation], advanced to [base]3a [name] out at [base] [position] to [position] to [position] ","1"
"[name] singled through the right side, 2 RBI (count)3a [name] scored, unearned3a [name] scored ","1"
"[name] flied out to [position] to [fieldLocation], SF, RBI (count)3a [name] scored ","32"
"[name] singled to [fieldLocation], advanced to [base] on a throwing error by [position], advanced to [base] (count)3a [name] scored, unearned ","1"
"[name] reached on a fielder's choice to [fieldLocation]; [name] out at [base] [position] to [position] ","194"
"[name] flied out to [position] to [fieldLocation], SAC, RBI: [name] out at [base] [position] to [position] to [position]: [name] scored ","1"
"[name] doubled to [fieldLocation], advanced to [base] on a fielding error by [position], 2 RBI (count); [name] scored; [name] scored ","2"
"[name] reached on a throwing error by [position], advanced to [base] on the throw, bunt (count) ","1"
"JOHNSON,Came doubled to [fieldLocation], RBI (count): [name] advanced to [base]: [name] scored ","1"
"[name] singled to [fieldLocation], advanced to [base] on a fielding error by [position], 2 RBI; [name] scored; [name] scored ","1"
"[name] singled through the right side, RBI (count); [name] advanced to [base] on the throw; [name] scored ","1"
"[name] struck out swinging (count); [name] advanced to [base] on a throwing error by [position], failed pickoff attempt ","1"
"[name] lined into double play [position] unassisted3a [name] out on the play ","18"
"[name] reached on an error by [position], RBI: [name] scored, unearned: [name] scored, unearned ","1"
"[name] grounded out to [position] unassisted (count); [name] interference ","1"
"[name] Andre homered to [fieldLocation], RBI (count) ","1"
"Closner, O homered to [fieldLocation], 2 RBI (count): [name] scored ","1"
"[name] flied out to [position], SAC, RBI (count); [name] advanced to [base] on an error by [position]; [name] scored ","1"
"[name] reached on a fielder's choice, advanced to [base], RBI; [name] advanced to [base], out at home [position] to [position]; [name] scored on an error by [position], unearned ","1"
"S[name] doubled down the [position] line, 2 RBI; [name] scored; [name] scored ","1"
"[name] advanced to [base] on a balk: [name] advanced to [base] ","21"
"Tarp rolled out in the top of the 2nd with 2 out and 1 on ","1"
"[name] singled through the right side, 2 RBI (count)3a [name] advanced to [base]3a [name] scored, team unearned3a [name] scored, unearned ","1"
"Fountain, M. pinch hit for Desormeaux ","1"
"[name] pinch hit for Robertson, C ","1"
"D. Morrow stole [base] ","1"
"[name] singled to [fieldLocation], advanced to [base] on the throw, RBI; [name] advanced to [base], out at home [position] to [position]; [name] scored ","1"
"[name] reached on an error by [position] (count)3a [name] advanced to [base], advanced to [base] on an error by [position] ","1"
"LUSTER,Antoi to [position] for [name] Tho ","2"
"[name] reached [base] on a throwing error by [position]; [name] scored, unearned ","3"
"[name] Chris to [position] ","2"
"[name] reached on a fielder's choice to [fieldLocation] (count): [name] out at [base] [position] to [position]: [name] advanced to [base] ","71"
"Kunc grounded into double play [position] to [position] to [position] (count)3a Dowdy out on the play ","1"
"[name] Hunte doubled to [fieldLocation] (count): [name] Aust advanced to [base] ","1"
"[name] doubled to [fieldLocation], ground-rule, 2 RBI (count); [name] advanced to [base]; [name] scored, unearned; [name] scored ","1"
"[name] Dokey grounded out to [position] (count) ","2"
"[name] reached on a throwing error by [position], SAC, bunt, advanced to [base] (count): [name] advanced to [base]: [name] scored, unearned ","3"
"[name] reached on a fielder's choice, bunt (count); [name] advanced to [base]; [name] advanced to [base]; [name] out at home [position] to [position] ","2"
"R. Ranie fouled out to [position] (count) ","3"
"[name] Sam struck out swinging ","1"
"[name] reached [base] on an error by [position]; [name] advanced to [base] ","34"
"[name] Shan doubled down the [fieldLocation] (count) ","2"
"[name] doubled, ground-rule, RBI (count)3a [name] scored ","2"
"[name] struck out swinging, reached [base] on a passed ball (count)3a [name] advanced to [base] ","5"
"[name] grounded out to [position] unassisted, interference: [name] out at [base] [position] to [position] ","1"
"[name] to [position] for RAMSEY, B. ","1"
"[name] struck out swinging; [name] did not advance; [name] did not advance ","24"
"[name] reached [base] on a throwing error by [position], advanced to [base]; [name] advanced to [base]; [name] scored, unearned ","1"
"[name] reached on a fielder's choice, advanced to [base] on the throw (count)3a [name] out at [base] [position] to [position] ","1"
"[name] singled, advanced to [base] on the throw; [name] advanced to [base], out at [base] [position] to [position] to [position] ","1"
"[name] singled to [fieldLocation], 2 RBI3a [name] scored3a [name] scored ","34"
"[name] reached on an error by [position], assist by [position], advanced to [base]: [name] advanced to [base]: [name] scored, unearned ","1"
"[name] reached on a fielder's choice, RBI: [name] out at [base] [position] to [position]: [name] advanced to [base]: [name] scored ","22"
"[name] singled up the middle, advanced to [base] on a throwing error by [position], RBI (count)3a [name] scored ","2"
"Kitchen flied out to [position] (count) ","1"
"[name] reached on an error by [position], advanced to [base]; [name] out at [base] [position] to [position] ","1"
"[name] doubled to [fieldLocation], ground-rule3a [name] advanced to [base] ","5"
"[name] reached on a fielder's choice, bunt (count); [name] advanced to [base] on a fielding error by [position], assist by [position] ","1"
"[name] grounded out to [position] unassisted; [name] out at [base] [position] to [position]; [name] scored, unearned ","1"
"Werkhesier, Ben singled through the right side, RBI; [name] advanced to [base]; [name] scored ","1"
"[name] reached on a fielder's choice (count); [name] advanced to [base]; [name] advanced to [base], scored on a throwing error by [position] ","1"
"[name] reached on a fielder's choice to [fieldLocation] (count)3a [name] advanced to [base]3a [name] out at home [position] to [position] ","11"
"[name] flied out to [position], SF, RBI3a [name] advanced to [base]3a [name] scored, unearned ","7"
"Mc[name] flied out to [position] (count) ","1"
"[name] grounded out to [position], bunt, interference (count) ","2"
"TARANTINO,Matthew doubled, ground-rule, RBI; [name] scored ","1"
"Esteban popped up to [position] ","1"
"[name] doubled down the [position] line; [name] advanced to [base] ","57"
"[name] Jak reached on a fielder's choice (count): [name] out at [base] [position] to [position]: [name] advanced to [base] ","1"
"[name] reached on an error by [position], advanced to [base]: [name] advanced to [base]: [name] scored, unearned: [name] scored, unearned ","1"
"[name] singled through the left side (count); [name] advanced to [base], scored on a fielding error by [position], unearned ","1"
"[name] struck out swinging: [name] advanced to [base] on a wild pitch: [name] scored on a wild pitch, unearned ","1"
"[name] to [position] for [name] Shan ","1"
"[name] struck out swinging, reached [base] on a throwing error by [position], advanced to [base] (count)3a [name] scored ","1"
"[name] singled up the middle, 2 RBI3a [name] scored, team unearned3a [name] scored, unearned ","1"
"[name] Jimenez singled to [fieldLocation] (count) ","2"
"[name] singled to [fieldLocation] (count)3a [name] advanced to [base], out at [base] [position] to [position] ","19"
"Deep fly caromed off LCF wall away from CF [name] ","1"
"C Almendarez walked (count) ","2"
"[name] doubled to [fieldLocation], advanced to [base] on an error by [position], RBI (count); [name] scored ","1"
"Haywayd, Buddy walked; [name] advanced to [base]; [name] advanced to [base] ","1"
"[name] reached on a fielder's choice to [fieldLocation], RBI; [name] out at [base] [position] to [position]; [name] advanced to [base]; [name] scored, unearned ","3"
"[name] walked (count); [name] advanced to [base] on a wild pitch; [name] scored ","3"
"De Los Re, S flied out to [position] (count) ","1"
"Chopper fielded on one hop ","1"
"[name] walked, RBI (count); [name] scored on a wild pitch ","1"
"[name] flied out to [position] to [fieldLocation], SAC, RBI (count); [name] scored, unearned ","2"
"[name] reached on a fielding error by [position], advanced to [base] on the error, RBI (count); [name] advanced to [base]; [name] advanced to [base], scored on the error, unearned; [name] scored ","1"
"[name] homered to [fieldLocation], 4 RBI (count): [name] scored: [name] scored: [name] scored, unearned ","4"
"Georgia assistant coach thrown out of game ","1"
"[name] doubled down the [fieldLocation], 2 RBI; Nolan [name] advanced to [base]; [name] scored; [name] scored ","1"
"[name] grounded out to [position] (count); [name] advanced to [base] on a wild pitch ","1"
"[name] singled to [fieldLocation], RBI: [name] advanced to [base]: [name] advanced to [base], scored on the throw ","1"
"[name] stole [base], advanced to [base] on a throwing error by [position]; [name] scored ","2"
"[name] pinch ran for Je [name] ","1"
"[name] reached on a fielder's choice to pitcher, bunt, SAC (count); [name] advanced to [base] ","1"
"[name] Aust stole [base] ","1"
"[name] tripled down the [position] line, 2 RBI (count): [name] scored, unearned: [name] scored, unearned ","1"
"[name] Ryan pinch hit for [name] ","7"
"[name] grounded out to [position] up the middle, RBI (count)3a [name] advanced to [base]3a [name] scored, unearned ","1"
"[name] singled to [fieldLocation], out at [base] [position] to [position] to [position] to [position], RBI: [name] advanced to [base], scored on the throw ","1"
"[name] reached on an error by [position], SAC, bunt, advanced to [base] (count)3a [name] advanced to [base] ","1"
"[name] flied out to [position], SF, RBI (count): [name] advanced to [base] on the error: [name] advanced to [base] on a throwing error by [position]: [name] scored ","1"
"[name] Hunte reached on an error by [position] ","1"
"[name] reached on a fielder's choice, SAC, bunt (count); [name] out at [base] [position] to [position]; [name] advanced to [base] ","2"
"[name] Lachla singled through the left side, RBI (count): [name] Mitc advanced to [base]: [name] scored ","1"
"VERLIN,Nate grounded out to [position]; TARANTINO,Matthew advanced to [base] ","1"
"[name] grounded out to [position] unassisted, bunt, SAC (count): [name] advanced to [base] ","8"
"[name] singled to [fieldLocation], bunt3a [name] advanced to [base] ","19"
"[name] singled to [fieldLocation] (count)3a [name] advanced to [base], advanced to [base] on a fielding error by [position] ","8"
"[name] reached on a fielder's choice to [fieldLocation], RBI (count); [name] advanced to [base] on a throwing error by [position]; [name] advanced to [base], scored on the error, unearned; [name] scored ","1"
"[name] stole [base]3a [name] scored on the throw, unearned ","1"
"[name] reached on a fielder's choice, bunt, advanced to [base] on the error (count); [name] advanced to [base] on the error; [name] scored on a throwing error by [position], unearned ","1"
"[name] reached on a dropped fly by [position] (count)3a [name] advanced to [base] on the error ","2"
"[name] singled to [fieldLocation], 2 RBI3a [name] advanced to [base]3a [name] scored, unearned3a [name] scored, unearned ","3"
"[name] singled to [fieldLocation], advanced to [base] on a fielding error by [position], 2 RBI; [name] scored, unearned; [name] scored, unearned ","1"
"[name] advanced to [base] on a wild pitch; [name] did not advance ","1"
"[name] singled through the right side (count); [name] advanced to [base]; [name] advanced to [base], out at home [position] to [position] ","6"
"[name] to [position] for PFUTZENREUTE ","1"
"[name] flied out to [position] (count): [name] advanced to [base]: [name] advanced to [base]: [name] scored on an error by [position], assist by [position], unearned ","1"
"[name] stole [base]: [name] stole home, unearned ","5"
"[name] doubled to [fieldLocation], advanced to [base] on the throw, RBI (count): [name] scored ","5"
"LOPEZ,Bradly struck out looking ","2"
"[name] singled to [fieldLocation], RBI; T[name] advanced to [base]; [name] scored ","1"
"[name] singled down the [fieldLocation], advanced to [base] on a throwing error by [position], RBI (count); [name] advanced to [base], advanced to [base] on the throw; [name] scored ","1"
"[name] reached on a fielder's choice to pitcher, SAC, bunt (count): [name] advanced to [base]: [name] advanced to [base] ","1"
"[name] reached on a dropped fly by [position], advanced to [base] (count): [name] scored, unearned ","2"
"[name] grounded out to [position], SAC, RBI (count); [name] advanced to [base]; [name] advanced to [base]; [name] scored ","3"
"[name] grounded into triple play [position] to [position] to [position] (count): [name] out on the play: [name] out on the play ","1"
"[name] singled to pitcher, bunt, advanced to [base] on the throw (count); [name] advanced to [base] ","1"
"[name] Richar popped up to [position] (count) ","1"
"[name] singled to [fieldLocation], advanced to [base] on the throw, RBI3a [name] scored ","5"
"[name] struck out swinging3a [name] stole [base], advanced to [base] on a throwing error by [position] ","1"
"C. Pepper singled to [fieldLocation] ","1"
"[name] singled to [fieldLocation] (count): [name] advanced to [base], scored on a fielding error by [position], unearned ","1"
"Kehrer advanced to [base] on a throwing error by [position] ","1"
"[name] singled to [fieldLocation], advanced to [base] on a throwing error by [position], RBI (count)3a [name] advanced to [base]3a [name] scored3a [name] scored ","1"
"[name] doubled to [fieldLocation], advanced to [base] on a fielding error by [position], RBI (count); [name] advanced to [base], scored on the error, unearned; [name] scored ","1"
"Base hit [fieldLocation] on a bounce ","1"
"[name] advanced to [base]3a [name] advanced to [base] on a wild pitch, out at [base] [position] to [position] ","1"
"[name] reached on a throwing error by [position] (count)3a [name] advanced to [base] ","56"
"[name] singled down the [position] line, 2 RBI; [name] scored, unearned; [name] scored, unearned ","1"
"[name] hit into double play [position] to [position], RBI (count); [name] out on the play; [name] scored ","1"
"[name] singled to [fieldLocation] (count); [name] advanced to [base], out at [base] [position] unassisted; [name] advanced to [base] ","1"
"[name] reached on a fielder's choice (count); [name] out at [base] [position] to [position]; [name] advanced to [base], scored on a fielding error by [position], unearned ","1"
"[name] lined out to [position] (count): [name] scored on an error by [position], unearned ","1"
"[name] Shan pinch hit for [name] ","1"
"[name] homered to [fieldLocation], 4 RBI3a [name] scored3a [name] scored3a [name] scored ","18"
"[name] grounded into double play [position] to [position] to [position]: [name] out on the play: [name] advanced to [base] ","25"
"TARANTINO,Matthew grounded out to [position]; VERLIN,Nate advanced to [base] ","1"
"[name] popped up to [position]; [name] out at [base] [position] to [position], picked off ","1"
"Whiteman to [position] for [name] ","1"
"[name] advanced to [base] on a balk3a [name] advanced to [base] on a balk3a [name] scored on a balk, unearned ","1"
"Benavidez,R doubled, ground-rule (count) ","1"
"[name] Quincy walked ","2"
"[name] grounded out to [position] unassisted (count); [name] advanced to [base], advanced to [base] on a throwing error by [position] ","1"
"[name] grounded out to [position], RBI (count); [name] advanced to [base]; [name] scored, unearned ","85"
"[name] reached on a fielder's choice to [fieldLocation], advanced to [base] on a throwing error by [position]; [name] out at [base] [position] to [position] ","1"
"[name] singled to [fieldLocation], RBI, advanced to [base] (count)3a [name] advanced to [base]3a [name] scored ","1"
"[name] singled to [fieldLocation], RBI (count); [name] advanced to [base], advanced to [base] on a throwing error by [position]; [name] advanced to [base], scored on the error, unearned; [name] scored ","1"
"[name] reached on a fielder's choice (count)3a [name] advanced to [base]3a [name] advanced to [base]3a [name] scored on a fielding error by [position], unearned ","2"
"[name] hit by pitch (count); StankiewiczD advanced to [base]; [name] advanced to [base] ","1"
"[name] singled, RBI: [name] advanced to [base], out at home [position] to [position]: [name] scored ","1"
"Heard struck out looking ","1"
"Mitchell,D singled to [fieldLocation] ","1"
"Lunatto singled to [fieldLocation] ","1"
"J. Palczewsk struck out looking ","3"
"[name] stole [base], advanced to [base] on a throwing error by [position]: [name] scored ","2"
"[name] doubled to [fieldLocation], RBI; [name] scored; [name] scored ","1"
"[name] singled, advanced to [base] on a throwing error by [position], advanced to [base], scored on a muffed throw by [position], unearned (count) ","1"
"[name] struck out swinging (count); [name] stole [base]; [name] scored on an error by [position], unearned ","1"
"[name] reached on a fielder's choice to [fieldLocation]; [name] advanced to [base]; [name] advanced to [base] ","2"
"[name] grounded out to [position] unassisted, bunt, SAC; [name] advanced to [base]; [name] advanced to [base] ","1"
"J. English to [position] for T. Holt ","1"
"[name] singled, out at [base] [position] to [position]; [name] advanced to [base], out at home [position] to [position] ","1"
"[name] reached on a fielding error by [position], advanced to [base]3a [name] advanced to [base]3a [name] scored, unearned ","2"
"Strzelczyk walked ","1"
"Mitchell,D fouled out to [position] ","1"
"[name] flied out to [position], SF, RBI (count): [name] Shan advanced to [base]: [name] Jak scored ","1"
"Morris pinch ran for RodriguezD ","1"
"[name] Jr. pinch hit for [name] ","4"
"STONE[name] to [position] for [name] ","1"
"[name] singled through the left side, advanced to [base] on a fielding error by [position], RBI (count): [name] advanced to [base]: [name] scored ","1"
"[name] singled to [fieldLocation], advanced to [base] on an error by [position] (count)3a [name] scored, unearned ","1"
"Eshleman pinch ran for Evans ","1"
"[name] Hunte pinch hit for [name] ","1"
"[name] advanced to [base] on the throw3a [name] out at home [position] to [position] to [position], caught stealing ","1"
